Popup;Enlarge;Panel
12.6356;12.45815;12.26107
12.63563;12.46211;12.26026
12.63539;12.46522;12.25976
12.63539;12.46422;12.25923
12.63515;12.46278;12.2587
12.63515;12.46328;12.25836
12.63528;12.46328;12.25816
12.63528;12.46342;12.25799
12.6356;12.46317;12258
12.63585;12.4577;12.25778
12.63619;12.45497;12.25757
12.63682;12.45497;12.25765
12.63766;12.45052;12.25746
12.63766;12.44811;12.25712
12.63797;12.4441;12.25685
12.63844;12.4373;12.25733
12.63902;12.4373;12.25728
12.63941;12.43235;12.25722
12.64083;12.42792;12.25717
12.64083;12.42291;12.25689
12.64121;12.41683;12.25684
12.64156;12.39475;12.25684
12.64169;12.38587;12.25741
12.64237;12.38587;12.25739
12.64237;12.37762;12.25751
12.64256;12.36944;12.25853
12.64267;12.35389;12.2588
12.64275;12.35389;12.2588
12.64288;12.34645;12.25953
12.64345;12.33904;12.25953
12.64403;12.33203;12.26032
12.64445;12.31929;12.2601
12.64484;12.31387;12.25919
12.64514;12.31387;12.25792
12.64558;12.30856;12.25608
12.64565;12.30424;12.2538
12.6459;12.3009;12.24946
12.64595;12.29818;12.24592
12.64579;12.29167;12.24116
12.64553;12.29167;12.23629
12.64529;12.28952;12.23108
12.64497;12.28629;12.22571
12.64479;12.28279;12.21997
12.64479;12.27808;12.21421
12.64442;12.27263;12.20842
12.64395;12.26656;12.20266
12.64155;12.25898;12.19687
12.64155;12.25105;12.1912
12.64038;12.24229;12.17993
12.63889;12.23253;12.17431
12.63727;12.22215;12.16852
12.6352;12.21071;12.16245
12.63222;12.19857;12.15665
12.62873;12.18664;12.15053
12.62506;12.17463;12.1445
12.62041;12149;12.13875
12.61523;12149;12.13234
12.60314;12.13688;12.12701
12.60314;12.12609;12.12701
12.59606;12.10671;12.11652
12.58902;12.10671;12.11206
12.58181;12.08912;12.11206
12.57377;12.08912;12.10352
12.55929;12.08394;12.09999
12.55929;12.07722;12.09999
12.55102;12.07161;12.09112
12.54328;12.06603;12.08816
12.53551;12.05868;12.08816
12.52777;12.05868;12.0837
12.50671;11.28151;12.08271
12.50671;11.28111;12.08123
12.50081;11.28116;12.08003
12.49528;11.28163;12.07839
12.48969;11.21723;12.07743
12.48065;11.24624;12.07642
12.48065;11.24624;12.0751
12.47879;11.24957;12.07378
12.47668;11.25329;12.07257
12.47467;11.26555;12.0708
12.47377;11.26817;12.06982
12.46849;11.2704;12.0688
12.46849;11.28078;12.0675
12.46986;11.28362;12.06645
12.46894;11.28616;12.06552
12.46824;11.31475;12.06552
12.46546;11.31561;12.0632
12.46546;11.31605;12.06272
12.46473;11.32262;12.06003
12.46337;11.32193;12.05954
12.46209;11.32093;12.05954
12.46084;11.33268;12.05688
12.4599;11.34726;12.05494
12.45919;11.34522;12.05286
12.46055;11.34274;12.05144
12.46113;11.3398;12.04987
12.46155;11.34177;12.04688
12.46128;11.3373;12.04527
12.46212;11.33184;12.04374
12.46212;11.32244;12.04164
12.46228;11.31576;12.04013
12.46298;11.30856;12.04013
12.46366;11.30856;12.03628
12.46418;11.28451;12.03628
12.4642;11.27347;12.03233
12.46449;11.27347;12.03233
12.46476;11.26325;12.02705
12.4648;11.25972;12.0248
12.46468;11.24122;12.02134
12.46429;11.24122;12.01938
12.46232;11.23433;12.01783
12.45853;11.22478;12.0121
12.45585;11.21458;12.0121
12.44683;11.20364;12.00942
12.44683;11.18041;12.00837
12.44376;11.18041;12.0072
12.44086;11.19872;12.00203
12.43808;11.1884;12.00203
12.43532;11.17831;11.99997
12.43145;11.16848;11.99556
12.43145;11.14456;11.99267
12.43022;11.14456;11.98741
12.42886;11.14511;11.97952
12.42726;11.13655;11.97522
12.42412;11.12805;11.97522
12.42279;11.12434;11.97192
12.42228;11.11743;11.96732
12.42039;11.11146;11.96263
12.4177;11124;11.95727
12.41477;11.11938;11.94085
12.41047;11.11529;11.9296
12.40572;11.12265;11.92451
12.40049;11.1196;11.91994
12.39505;11.11708;11.91609
12.38853;11.11736;11.91228
12.38198;11.11539;11.91228
12.36828;11.11378;11.90775
12.36828;11.1153;11899
12.36216;11.1153;11.89441
12.35666;11.11482;11.88908
12.35149;11.11376;11.88114
12.34243;11.11312;11.88114
12.34243;11.11516;11.86742
12.33816;11.11853;11.85297
12.3334;11.11853;11.84561
12.32817;11.12358;11.84561
12.32253;11.12541;11.82926
12.31072;11.12662;11.82153
12.30494;11129;11.81211
12.29935;11.12987;11.80235
12.29325;11.12987;11.80235
12.28711;11.13024;11.78091
12.28114;11.1313;11.76928
12.27426;11.13259;11.75668
12.26724;11.13445;11.74275
12.26028;11.13566;11.72909
12.25266;11.13617;11.72909
12.24434;11.13739;11.70198
12.23605;11.13895;11.68826
12.21947;11.13891;11.68826
12.21947;11.14016;11.65394
12.21218;11.14163;11.64569
12.20429;11.14298;11.64569
12.19694;11.14508;11.63549
12.1888;11.14618;11.62652
12.17428;11.14657;11.61702
12.17428;11.14757;11.5974
12.16773;11.14709;11.58797
12.16092;11.14616;11.58797
12.15427;11.14627;11.57407
12.13598;11.14424;11.56577
12.13598;11.14251;11.55739
12.13072;11.14251;11.55739
12.12478;11.13777;11.54984
12.11895;11.13475;11.48695
12.11317;11.13475;11.48695
12.10791;11.1352;11.47305
12.10202;11.13497;11.47305
12.10202;11.1348;11.41253
12.08658;11.13568;11.40606
12.08053;11.13566;11.46602
12.07234;11.13562;11.46602
12.06021;11.1367;11.46043
12.05147;11.13671;11.4417
12.05147;11.13659;11.43625
12.04505;11.13695;11.43625
12.03849;11.13571;11.44902
12.03107;11.13322;11.43663
12.01907;11.13053;11.43663
12.01907;11.12714;11.43043
12.01427;11.1271;11.42526
12.00853;11.1271;11.44146
12.0028;11.12699;11.44146
11.99884;11127;11.43046
11.98554;11.12785;11.4248
11.98554;11.1279;11.41725
11.98073;11.1279;11.41725
11.97581;11.12804;11.40902
11.97082;11.12755;11.38959
11.96466;11.12658;11.38959
11.95827;11.12579;11.36267
11.92143;11.12579;11.35861
11.91545;11.12794;11.35861
11.9091;11.12864;11.34495
11.89342;11.12887;11.33086
11.87883;11.12923;11.30466
11.87883;11.12967;11.29411
11.86686;11.13017;11.29411
11.85752;11.13053;11.27782
11.8474;11.13045;11.27782
11.83654;11.1305;11.26794
11.83176;11.13066;11.25122
11.81917;11.1323;11.24104
11.81011;11.13256;11.24104
11.79642;11.13303;11.22053
11.78246;11.13424;11.22053
11.77204;11.13517;11.20192
11.7442;11.13645;11.18758
11.72645;11.13719;11.18175
11.72645;11.13805;11.1743
11.71509;11.13882;11.16752
11.69411;11.13839;11.16174
11.69411;11.13891;11.15766
11.68431;11.1392;11.15244
11.67382;11.13784;11.14662
11.66518;11.13784;11.14201
11.65564;11.13614;11.13643
11.64593;11.13589;11.1312
11.63704;11.44823;11.12007
11.61664;11.44754;11.12007
11.60569;11.44666;11.11512
11.59486;11.48928;11.10978
11.58427;11.48843;11.10407
11.5736;11.48773;11.08523
11.56367;11.48726;11.07999
11.55274;11.53964;11.07999
11.54214;11.54604;11.0749
11.53148;11.54565;11.07085
11.52048;11.54506;11.05923
11.5088;11.53912;11.05262
11486;11.53912;11.05262
11486;11.54026;11.03851
11.47505;11.54;11.03851
11.46456;11.53962;11.02915
11.4529;11.53938;11.00618
11.44185;11.5381;10.99482
11.43064;11.53831;10.98358
11.41978;11.53848;10.97339
11.41049;11.53848;10.96313
11.39973;11.53711;10.95436
11.38888;11.53448;10.94125
11.38015;11.53448;10.93502
11.35628;11.5224;10.93001
11.35628;11.52176;10.92511
11.35628;11.52176;10.91826
11.32981;11.52165;10.9134
11.31559;11.52149;10.90874
11.30582;11.51747;10.90418
11.29003;11.51747;10.89965
11.29003;11.51726;10.89579
11.25795;11.51726;10.89022
11.24169;11.51744;10.88714
11.22665;11.52705;10.88481
11.21496;11.52705;10.88439
11.1924;11.52804;10.88299
11.1924;11.52789;10.88196
11.18508;11.52797;10.87782
11.17487;11.52786;10.8765
11.16496;11.52762;10.8765
11.15484;11.52762;10.87341
11.14578;11.52848;10.87315
11.13671;11.52232;10.87192
11.12763;11.52392;10.87149
11.11851;11.52894;10.87036
11.10954;11.52894;10.87036
11.09077;11.53055;10.8659
11.08295;11.52981;10.8659
11.08295;11.52923;10.86198
11.06677;11.52922;10.86076
11.05996;11.52938;10.86009
11.05264;11.52938;10.85933
11.04581;11.52949;10.85815
11.04581;11.53008;10.85664
11.03243;11.53064;10.85458
11.02749;11.53137;10.85204
11.02151;11.5326;10.84937
11.02151;11.5326;10.84581
11.00302;11.5311;10.83686
10.99678;11.5311;10.83179
10.99678;11.53088;10.83179
10.9845;11.52917;10.82709
10.97926;11.52917;10.82227
10.97338;11.52917;10.8183
10.96737;11.52742;10.8028
10.96737;11.52742;10.79829
10.95444;11.52593;10.79251
10.94771;11.52419;10.78994
10.94771;11.52419;10.78811
10.92449;11.5225;10.78566
10.91605;11.52211;10.78334
10.91605;11.52184;10.78297
10.90736;11.52193;10.78115
10.89763;11.52196;10.77865
10.87946;11.52189;10.77761
10.87946;11.52189;10.7779
10.87195;11.52187;10.77842
10.86526;11.52181;10.7792
10.86029;11.52191;10.78442
10.85622;11.52194;10.78939
10.84743;11.52194;10.79301
10.84299;11.52202;10.79703
10.84299;11.5224;10.80133
10.83952;11.5224;10.81151
10.83186;11.52312;10.81151
10.83049;11.52336;10.82171
10.82762;11.52336;10.83284
10.82517;11.52349;10.83891
10.8243;11.52375;10.84387
10.8243;11.52399;10.84387
10.82154;11.52471;10.84882
10.82131;11.52471;10.85735
10.82117;11.52468;10.86228
10.82265;11.52534;10.86228
10824;11.52547;10.86761
10.82545;11.52561;10.8731
10.82706;11.52604;10.87927
10.82856;11.52597;10.89324
10.82856;11.52589;10.89995
10.82824;11.52644;10.89995
10.82728;11.52638;10.90661
10.82498;11.52648;10.91338
10.82079;11.52657;10.92116
10.82079;11.52657;10.94713
10.81869;11.52708;10.95477
10.81512;11.52739;10.96186
10.8133;11.52833;10.96856
10.81139;11.53032;10.98301
10.80934;11.53032;10.98301
10.79896;11.53034;10.9903
10.79896;11.53084;10.99731
10.78717;11.53299;11.00422
10.77347;11.53378;11.01067
10.77347;11.53556;11.02176
10.76527;11.53556;11.02176
10.75872;11.53598;11.0267
10.75279;11.53621;11.03149
10.7469;11.53597;11.03845
10.73797;11.53621;11.04333
10.73797;11.53597;11.05554
10.73525;11.53597;11.05925
10.73311;11.53599;11.06497
10.73099;11.53577;11.06827
10.72998;11.53554;11.06827
10.72484;11.53541;11.07282
10.72199;11.53487;11.07378
10.72035;11.5344;11.07378
10.71802;11.53569;11.07458
10.71606;11.53569;11.07248
10.71624;11.53577;11.06493
10.71508;11.53407;11.05836
10.71454;11.53407;11.05836
10.71354;11.53361;11.05104
10.7126;11.5328;11.04191
10.71166;11.53249;11.03309
10.71043;11.53233;10.98499
10.7098;11.53182;10.98499
10.70908;11.53182;10.97125
10.70858;11.53156;10.9567
10.70858;11.53121;10.94267
10.70817;11.53106;10.92861
10.7081;11.53068;10.91634
10.70781;11.53018;10.90539
10.70781;11.52955;10.89605
10.70751;11.52851;10.88689
10.70693;11.52722;10.88069
10.70652;11.52476;10.87158
10.70615;11.52114;10.87158
10.70596;11.51974;10.86982
10.70596;11.51637;10.86887
10.70599;11.51637;10.8701
10.70624;11.51098;10.87069
10.70611;11.51098;10.87569
10.70717;11.50681;10.87843
10.70894;11.50305;10.87843
10.71131;11.49894;10.88124
10.71307;11.49507;10.8845
10.71366;11.4888;10.89028
10.71366;11.4888;10.89279
10.71432;11.48519;10.89279
10.71631;11.48336;10.89473
10.71636;11.47908;10.89647
10.71636;11.47459;10.89931
10.71652;11.46576;10.90008
10.71641;11.46155;10.90008
10.71641;11.45738;10901
10.71573;11.45296;10.9018
10.71548;11.44811;10.90269
10.71538;11.44295;10.90396
10.71538;11.4382;10.90421
10.71493;11.43384;10.90434
10.71493;11.42976;10.90477
10.71397;11.42589;10.90476
10.71397;11.42157;10.9035
10.71229;11.41128;10.9035
10.71163;11.40544;10.90345
10.71163;11.39954;10.90333
10.71104;11.3932;10.90343
10.71002;11.38758;10.90367
10.70858;11.38146;10.90469
10.7082;11.3736;10.90469
10.7082;11.36643;10.90474
10.70792;11.35935;10.90491
10.70738;11.35048;10.90496
10.70726;11.34311;10.90504
10.70706;11.33564;10.90503
10.70706;11.32771;10.90503
